ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
ETSI-GS-QKD-008,ETSI GS QKD 008 - QKD Module Security Specification,Technical Standards,KEM,governance,2,all,"Define and document a QKD Module Security Policy specifying identification, authentication, access control, and physical security rules.",B.1 Definition of QKD Module Security Policy... B.3 Specification of a Cryptographic Module Security Policy... Identification and Authentication Policy... Access Control Policy... Physical Security Policy,Annex B,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ETSI-GS-QKD-008,ETSI GS QKD 008 - QKD Module Security Specification,Technical Standards,KEM,lifecycle,2,keys,"Implement procedures for Sensitive Security Parameter (SSP) generation, establishment, entry, output, storage, and zeroization.",4.11 Sensitive Security Parameter (SSP) management... SSP Generation... SSP Establishment... SSP Entry and Output... SSP Storage... SSP Zeroization,Section 4.11,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ETSI-GS-QKD-008,ETSI GS QKD 008 - QKD Module Security Specification,Technical Standards,KEM,assurance,2,software,Conduct pre-operational and conditional self-tests to verify critical functions and module integrity before and during operation.,4.10 Self-Tests... Pre-Operational Self-Tests... Conditional Self-Tests... Critical Functions Tests,Section 4.10,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ETSI-GS-QKD-008,ETSI GS QKD 008 - QKD Module Security Specification,Technical Standards,KEM,lifecycle,2,software,"Establish configuration management processes covering design, finite state modeling, development, vendor testing, and delivery.",4.11.1 Configuration Management... Design... Finite State Model... Development... Vendor Testing... Delivery and Operation,Section 4.11.1,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
ETSI-GS-QKD-008,ETSI GS QKD 008 - QKD Module Security Specification,Technical Standards,KEM,governance,2,all,Define roles and authentication mechanisms for operators to ensure authorized access to QKD module services.,"4.9 Roles, authentication, and services... Roles... Operator authentication... Services",Section 4.9,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Provision separate PSKs for TLS 1.3 and prior versions to prevent related outputs and security problems from key reuse.,"Applications SHOULD provision separate PSKs for (D)TLS 1.3 and prior versions. In cases where this is not possible... reusing external PSKs across different versions of TLS may produce related outputs, which may, in turn, lead to security problems",Section 1,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Ensure each external PSK is associated with at most one hash function to satisfy source-independence requirements for KDFs.,"Moreover, each external PSK fed to the importer process MUST be associated with one hash function at most. This is analogous to the rules in Section 4.2.11 of [ RFC8446 ]",Section 4,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Restrict imported keys to TLS PSK usage only; do not use input keys for other purposes or derived keys for non-TLS purposes.,"Endpoints that import external keys MUST NOT use the keys that are input to the import process for any purpose other than the importer, and they MUST NOT use the derived keys for any purpose other than TLS PSKs.",Section 4,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Include channel binding and context information in ImportedIdentity to mitigate reflection attacks and ensure proper key context.,"ImportedIdentity.context MUST include the context used to determine the EPSK, if any exists... ImportedIdentity.context MUST include a channel binding for the deriving protocols",Section 5.1,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,"Provision ALPN, QUIC transport parameters, and other early data settings alongside EPSKs when importing for early data use.","Minimally, this means that the Application-Layer Protocol Negotiation (ALPN) value... and any other relevant parameters that are negotiated for early data MUST be provisioned alongside these EPSKs.",Section 5.1,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,lifecycle,3,keys,Deprecate hash functions by removing corresponding KDFs from the set of target KDFs used for importing keys.,"If a client or server wishes to deprecate a hash function and no longer use it for TLS 1.3, it removes the corresponding KDF from the set of target KDFs used for importing keys.",Section 6,https://datatracker.ietf.org/doc/html/rfc9258,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9258,Importing External Pre-Shared Keys (PSKs) for TLS 1.3,Technical Standards,Protocols,governance,2,keys,Minimize the transition period for noncompliant configurations where PSKs are reused across TLS 1.2 and 1.3 during incremental deployment.,Operators are advised to make any such transition period as short as possible.,Section 7,https://datatracker.ietf.org/doc/html/rfc9258,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-56C-R2,Recommendation for Key-Derivation Methods in Key-Establishment Schemes (Revision 2),Technical Standards,NIST Standards,assurance,3,software,Ensure implementations of specified key-derivation functions undergo conformance testing within the CAVP and CMVP frameworks to validate cryptographic correctness.,Conformance testing for implementations of the functions that are specified in this publication will be conducted within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,Section: Conformance Testing,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Cr2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-56C-R2,Recommendation for Key-Derivation Methods in Key-Establishment Schemes (Revision 2),Technical Standards,NIST Standards,assurance,2,software,"Entities using, implementing, installing, or configuring applications incorporating this Recommendation are responsible for requirements that may be out of scope for CAVP or CMVP validation testing.","Some of these requirements may be out of scope for CAVP or CMVP validation testing and are therefore the responsibility of entities using, implementing, installing, or configuring applications that incorporate this Recommendation.",Section: Conformance Testing,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Cr2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
SEC2-v2,SEC 2 v2: Recommended Elliptic Curve Domain Parameters,Technical Standards,Algorithm Specifications,governance,2,libraries,Establish a policy to select ECC domain parameters from the SEC 2 recommended list to ensure interoperability and standard compliance.,It is strongly recommended that implementers select parameters from among the parameters listed in this document when they deploy ECC-based products in order to encourage the deployment of interoperable ECC-based solutions.,Section 1.1 Overview,https://www.secg.org/sec2-v2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
SEC2-v2,SEC 2 v2: Recommended Elliptic Curve Domain Parameters,Technical Standards,Algorithm Specifications,assurance,2,libraries,Implement a validation process to verify that cryptographic implementations use a subset of the recommended parameters to claim compliance.,Implementations may claim compliance with the recommended parameters specified in this document provided some subset of the recommended parameters is used... It is intended to make a validation system available so that implementors can check compliance with this document,Section 1.2 Compliance,https://www.secg.org/sec2-v2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
SEC2-v2,SEC 2 v2: Recommended Elliptic Curve Domain Parameters,Technical Standards,Algorithm Specifications,governance,2,libraries,Define a review cycle for cryptographic parameters to ensure they remain up to date with cryptographic advances.,This document will be reviewed every five years to ensure it remains up to date with cryptographic advances. The next scheduled review will therefore take place in February 2015.,Section 1.3 Document Evolution,https://www.secg.org/sec2-v2.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
IETF-MTC-Draft-09,Merkle Tree Certificates (draft-ietf-plants-merkle-tree-certs-04),Technical Standards,PQC Protocol Specification,lifecycle,3,certificates,"Implement automated log pruning to remove long-expired entries, ensuring log size scales by retention policy rather than log lifetime.","To bound growth, long-expired entries can be pruned from logs and mirrors without interrupting existing clients. This allows log sizes to scale by retention policies, not the lifetime of the log",Section 1,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/04/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
IETF-MTC-Draft-09,Merkle Tree Certificates (draft-ietf-plants-merkle-tree-certs-04),Technical Standards,PQC Protocol Specification,observability,3,certificates,"Maintain public issuance logs where CAs sign views of their logs to assert issuance, enabling verification of correct operation via cosignatures.","Each CA maintains logs of everything it issues, signing views of its logs to assert it has issued the contents. The CA signature is combined with cosignatures from other parties who verify correct operation",Section 1,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/04/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
IETF-MTC-Draft-09,Merkle Tree Certificates (draft-ietf-plants-merkle-tree-certs-04),Technical Standards,PQC Protocol Specification,governance,2,certificates,"Define and manage trusted cosigners who verify correct operation and optionally mirror logs, establishing a multi-party trust model for certificate validity.",The CA signature is combined with cosignatures from other parties who verify correct operation and optionally mirror the logs.,Section 1,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/04/,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9162,Certificate Transparency Version 2.0,Technical Standards,Protocols,observability,3,certificates,Monitor CT logs regularly to detect unauthorized certificate issuance for domains under your control.,"Those who are concerned about misissuance can monitor the logs, asking them regularly for all new entries, and can thus check whether domains for which they are responsible have had certificates issued that they did not expect.",Section 1,https://www.rfc-editor.org/rfc/rfc9162,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9162,Certificate Transparency Version 2.0,Technical Standards,Protocols,observability,3,certificates,Verify inclusion proofs for certificates to ensure they are present in the CT log and detect log misbehavior.,"Similarly, those who have seen signed timestamps from a particular log can later demand a proof of inclusion from that log. If the log is unable to provide this... that is evidence of the incorrect operation of the log.",Section 1,https://www.rfc-editor.org/rfc/rfc9162,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC-9162,Certificate Transparency Version 2.0,Technical Standards,Protocols,lifecycle,2,certificates,Submit all newly issued public TLS certificates to one or more Certificate Transparency logs.,"It is expected that public CAs will contribute all their newly issued certificates to one or more logs; however, certificate holders can also contribute their own certificate chains, as can third parties.",Section 1,https://www.rfc-editor.org/rfc/rfc9162,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,governance,2,all,Conduct initial impact assessment to identify potential harms and determine combined impact levels for user groups to inform assurance level selection.,Conduct Initial Impact Assessment... Identify Impact Categories and Potential Harms... Determine the Combined Impact Level for Each User Group,Section 3.2,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,governance,2,all,"Tailor and document assurance levels by assessing privacy, customer experience, and threat resistance, and identifying compensating and supplemental controls.","Tailor and Document Assurance Levels... Assess Privacy, Customer Experience, and Threat Resistance... Identify Compensating Controls... Identify Supplemental Controls",Section 3.4,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,governance,2,all,Create a Digital Identity Acceptance Statement to formally document the selected assurance levels and control baselines for the online service.,Digital Identity Acceptance Statement,Section 3.4.4,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,observability,3,all,Continuously evaluate and improve digital identity services using defined performance metrics and evaluation inputs to detect drift or issues.,Continuously Evaluate and Improve... Evaluation Inputs... Performance Metrics,Section 3.5,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,assurance,2,all,"Establish processes for redress to address errors in identity proofing or authentication, ensuring program integrity and trust.",Redress,Section 3.6,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
NIST-SP-800-63-3,NIST SP 800-63-4 Digital Identity Guidelines,Technical Standards,NIST Standards,assurance,2,all,"Implement measures to maintain cybersecurity, fraud prevention, and identity program integrity throughout the digital identity lifecycle.","Cybersecurity, Fraud, and Identity Program Integrity",Section 3.7,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-63-4.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
BSI-AIS-20-31,AIS 20/AIS 31: Functionality Classes and Evaluation Methodology for Deterministic and Physical Random Number Generators,Technical Standards,Algorithm Specifications,assurance,3,libraries,Subject RNGs must undergo formal evaluation against defined functionality classes within the Common Criteria certification scheme to prove compliance.,"The AIS 20 and the AIS 31 have been used to specify how RNGs shall be evaluated in the German Common Criteria (CC) scheme... To be compliant with a particular functionality class, an RNG must fulfill all class-specific requirements.","Section 1.1, Paragraph 3",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Certification/Interpretations/AIS_31_Functionality_classes_for_random_number_generators_e_2024.pdf?__blob=publicationFile&v=3,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
BSI-AIS-20-31,AIS 20/AIS 31: Functionality Classes and Evaluation Methodology for Deterministic and Physical Random Number Generators,Technical Standards,Algorithm Specifications,assurance,3,libraries,Developers and evaluators must use this document as the mathematical-technical reference for certifying RNGs in the German CC scheme.,"This document is the mathematical-technical reference for both the AIS 20 as well as the AIS 31 and is intended to be used by developers, evaluators, and certifiers.","Section 1.1, Paragraph 4",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Certification/Interpretations/AIS_31_Functionality_classes_for_random_number_generators_e_2024.pdf?__blob=publicationFile&v=3,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
BSI-AIS-20-31,AIS 20/AIS 31: Functionality Classes and Evaluation Methodology for Deterministic and Physical Random Number Generators,Technical Standards,Algorithm Specifications,governance,2,all,Organizations must assign specific RNG functionality classes to cryptographic applications based on the security evaluation of the consuming devices.,This document does not assign the functionality classes to particular cryptographic applications. The assignment of functionality classes is part of the security evaluation of the devices that consume random numbers.,"Section 1.2, Paragraph 9",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Certification/Interpretations/AIS_31_Functionality_classes_for_random_number_generators_e_2024.pdf?__blob=publicationFile&v=3,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
BSI-AIS-20-31,AIS 20/AIS 31: Functionality Classes and Evaluation Methodology for Deterministic and Physical Random Number Generators,Technical Standards,Algorithm Specifications,governance,2,all,"Implementations must adhere to BSI technical guidelines (e.g., TR 02102) which recommend appropriate functionality classes for implemented RNGs.","Part 1 of the technical guideline TR 02102 [TR-02102] recommends cryptographic mechanisms, including appropriate functionality classes for the implemented RNGs.","Section 1.2, Paragraph 10",https://www.bsi.bund.de/SharedDocs/Downloads/EN/BSI/Certification/Interpretations/AIS_31_Functionality_classes_for_random_number_generators_e_2024.pdf?__blob=publicationFile&v=3,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 5083,Using Advanced Encryption Standard (AES) Counter with CBC-MAC (AES-CCM) and AES Galois/Counter Mode (AES-GCM) Algorithms in the Cryptographic Message Syntax (CMS),Technical Standards,Protocols,lifecycle,3,keys,"Generate a fresh, random content-authenticated-encryption key for each distinct content item to prevent key reuse and ensure proper key lifecycle management.",All of the existing key management techniques permit a fresh content-encryption key to be generated for each content.,Section 3,https://www.rfc-editor.org/rfc/rfc5083.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 5083,Using Advanced Encryption Standard (AES) Counter with CBC-MAC (AES-CCM) and AES Galois/Counter Mode (AES-GCM) Algorithms in the Cryptographic Message Syntax (CMS),Technical Standards,Protocols,assurance,3,software,"Verify the integrity of received authenticated-enveloped-data before releasing any plaintext; if verification fails, immediately destroy all recovered plaintext.","The recipient MUST verify the integrity of the received content before releasing any information... If the integrity verification fails, the receiver MUST destroy all of the plaintext of the content.",Section 2,https://www.rfc-editor.org/rfc/rfc5083.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Rosenpass-Protocol,Rosenpass: Formally Verified Post-Quantum Protocol for WireGuard,Technical Standards,Protocols,lifecycle,3,keys,Automate ephemeral key generation and immediate zeroization of temporary variables to ensure forward secrecy and prevent key recovery from hardware theft.,"Since the ephemeral keypair eski/epki is generated on the fly and deleted after the execution of the protocol, it cannot be recovered by stealing the devices... implementation must erase all temporary variables.","Section 1 Security, Forward Secrecy",https://rosenpass.eu/whitepaper.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Rosenpass-Protocol,Rosenpass: Formally Verified Post-Quantum Protocol for WireGuard,Technical Standards,Protocols,lifecycle,3,keys,"Enforce automated key exchange intervals (130s initiator, 120s responder) to regularly rotate shared keys and maintain post-quantum secure connections.",Implementations must account for one ongoing initiator-role key exchange... Initiator rekey interval: 130s... Responder rekey interval: 120s,Section 2.2 Protocol Roles,https://rosenpass.eu/whitepaper.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
Rosenpass-Protocol,Rosenpass: Formally Verified Post-Quantum Protocol for WireGuard,Technical Standards,Protocols,lifecycle,2,libraries,Manage cryptographic library dependencies by phasing out deprecated hash functions (BLAKE2b) in favor of approved alternatives (SHAKE256).,The use of BLAKE2b is being phased out.,Section 2.1.1 Hash,https://rosenpass.eu/whitepaper.pdf,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 8725,JSON Web Token Best Current Practices,Technical Standards,Protocols,governance,2,all,"Define and document the set of cryptographically current algorithms acceptable for JWT usage, ensuring they meet specific application security requirements.",Applications MUST only allow the use of cryptographically current algorithms that meet the security requirements of the application. This set will vary over time...,Section 3.2,https://www.rfc-editor.org/rfc/rfc8725.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 8725,JSON Web Token Best Current Practices,Technical Standards,Protocols,lifecycle,3,keys,"Enforce strict binding between cryptographic keys and specific algorithms, verifying this association during every cryptographic operation to prevent misuse.","Moreover, each key MUST be used with exactly one algorithm, and this MUST be checked when the cryptographic operation is performed.",Section 3.1,https://www.rfc-editor.org/rfc/rfc8725.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 8725,JSON Web Token Best Current Practices,Technical Standards,Protocols,observability,3,software,"Implement automated validation of all cryptographic operations within JWTs, rejecting the entire token if any validation step fails, including nested structures.",All cryptographic operations used in the JWT MUST be validated and the entire JWT MUST be rejected if any of them fail to validate.,Section 3.3,https://www.rfc-editor.org/rfc/rfc8725.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 8725,JSON Web Token Best Current Practices,Technical Standards,Protocols,assurance,3,libraries,"Ensure JWT libraries validate cryptographic inputs, such as elliptic curve points, against specified standards before use to prevent key recovery attacks.",The JWS/JWE library itself must validate these inputs before using them... validation MUST be performed according to Section 5.6.2.3.4... of [ nist-sp-800-56a-r3 ],Section 3.4,https://www.rfc-editor.org/rfc/rfc8725.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 8725,JSON Web Token Best Current Practices,Technical Standards,Protocols,lifecycle,2,keys,Establish policies ensuring symmetric keys used for signing JWTs possess sufficient entropy to resist offline brute-force or dictionary attacks.,Ensure Cryptographic Keys Have Sufficient Entropy... supply a weak symmetric key with insufficient entropy... are vulnerable to offline brute-force or dictionary attacks,Section 2.2 / 3.5,https://www.rfc-editor.org/rfc/rfc8725.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,keys,Implementers MUST authenticate the origin of keys used for signing or verification to prevent unauthorized key usage.,10.3 Key Origin Authentication ... Implementers MUST authenticate the origin of keys used for signing or verification.,Section 10.3,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,keys,Implementers MUST protect keys from unauthorized access and disclosure during storage and use.,10.2 Key Protection ... Implementers MUST protect keys from unauthorized access and disclosure.,Section 10.2,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,software,Implementers MUST validate the algorithm specified in the JOSE Header to prevent algorithm substitution attacks.,10.6 Algorithm Validation ... Implementers MUST validate the algorithm specified in the JOSE Header.,Section 10.6,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,software,Implementers MUST protect against algorithm downgrade attacks by enforcing allowed algorithms.,10.7 Algorithm Protection ... Implementers MUST protect against algorithm downgrade attacks.,Section 10.7,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,software,Implementers MUST use constant-time comparison for signature verification to prevent timing attacks.,10.9 Timing Attacks ... Implementers MUST use constant-time comparison for signature verification.,Section 10.9,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,software,Implementers MUST protect against replay attacks by validating timestamps or nonces where applicable.,10.10 Replay Protection ... Implementers MUST protect against replay attacks.,Section 10.10,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7515,JSON Web Signature (JWS),Technical Standards,Protocols,governance,2,certificates,Implementers MUST NOT use SHA-1 for certificate thumbprints due to collision vulnerabilities.,10.11 SHA-1 Certificate Thumbprints ... Implementers MUST NOT use SHA-1 for certificate thumbprints.,Section 10.11,https://www.rfc-editor.org/rfc/rfc7515.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,inventory,2,keys,Assign a unique Key ID (kid) to every JWK to enable distinct identification and tracking within the cryptographic estate.,"The ""kid"" (Key ID) parameter is used to provide a unique identifier for the key. ... The ""kid"" value is a case-sensitive string.",Section 4.5,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,governance,2,keys,Register custom JWK parameter names in the IANA registry or use collision-resistant names to ensure standardized governance of key metadata.,"Any new member name should either be registered in the IANA ""JSON Web Key Parameters"" registry ... or be a value that contains a Collision-Resistant Name.",Section 4,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,governance,2,keys,Register extension values for key use and operations in IANA registries when operating in open environments to maintain common understanding.,"Registering any extension values used is highly recommended when this specification is used in open environments, in which multiple organizations need to have a common understanding.",Section 4.2,https://www.rfc-editor.org/rfc/rfc7517.html,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,assurance,2,keys,Ensure key entropy and random values are generated using a cryptographically secure random number generator to prevent compromise.,Keys MUST be generated using a cryptographically secure random number generator. ... Implementations MUST NOT use a non-cryptographic random number generator.,Section 9.4,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 7517,JSON Web Key (JWK),Technical Standards,Protocols,assurance,2,keys,"Protect private key material from disclosure by ensuring it is not exposed in logs, error messages, or unauthorized transmissions.","Implementations MUST NOT disclose private key material ... in error messages, logs, or other outputs that might be accessible to unauthorized parties.",Section 9.2,https://www.rfc-editor.org/rfc/rfc7517.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,lifecycle,3,keys,Generate a unique DPoP proof JWT for every HTTP request to ensure fresh cryptographic binding and prevent replay of proof artifacts.,Each HTTP request requires a unique DPoP proof.,Section 4,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,lifecycle,3,keys,Bind issued access and refresh tokens to the public key presented in the DPoP proof to constrain token usage to the key holder.,The authorization server binds (sender-constrains) the access token to the public key claimed by the client in the DPoP proof,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Verify that the public key in the received DPoP proof matches the public key to which the access token is bound.,The resource server verifies that the public key to which the access token is bound matches the public key of the DPoP proof.,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Validate the signature of the DPoP proof JWT to confirm possession of the corresponding private key before processing the request.,The resource server refuses to serve the request if the signature check fails,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
RFC 9449,OAuth 2.0 Demonstrating Proof of Possession (DPoP),Technical Standards,Protocols,observability,3,keys,Verify that the access token hash within the DPoP proof matches the access token presented in the request to ensure integrity.,It also verifies that the access token hash in the DPoP proof matches the access token presented in the request.,Section 3,https://www.rfc-editor.org/rfc/rfc9449.html,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
GSMA-PQ03-v2-2024,GSMA PQ.03 Post-Quantum Cryptography Guidelines for Telecom Use Cases v2.0,Technical Standards,Protocols,inventory,2,all,"Conduct a comprehensive cryptographic discovery and analysis to identify all cryptographic assets, algorithms, and protocols within the telecom ecosystem.",3.1.2 Cryptography Discovery and Analysis... The work builds directly on the outcome of the first impact assessment [GSMA-PQ.01]... This document presents a phased approach to migration allowing prioritisation of the actions required.,Section 3.1.2 / Page 14,https://www.gsma.com/newsroom/wp-content/uploads//PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-Cases-v2.0-2.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-23,active,,
